CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-06-23_00_00_00      badaguan       -2.86        2.60       0.015      294.37      999.10       98.99        0.00        0.90        1.00        0.00
2024-06-23_00_00_00       beizhai       -2.61        3.50      -0.075      297.39      999.27       72.42        0.00        0.00        1.00        0.00
2024-06-23_00_00_00    dengzhoulu       -2.81        2.41      -0.002      294.65      999.06       98.10        0.00        0.72        1.00        0.00
2024-06-23_00_00_00       shangma       -2.40        5.30       0.001      295.81      998.55       86.96        0.00        0.00        0.00        0.00
2024-06-23_00_00_00    xingdenglu       -3.45        3.65      -0.034      296.62      998.89       80.42        0.00        0.00        1.00        0.00
2024-06-23_01_00_00      badaguan       -2.22        2.16       0.008      294.20      998.56       99.49        0.00        1.00        1.00        0.00
2024-06-23_01_00_00       beizhai       -2.13        2.67      -0.150      296.70      998.78       77.00        0.00        0.00        0.00        0.00
2024-06-23_01_00_00    dengzhoulu       -1.96        2.25      -0.006      294.43      998.52       97.91        0.00        0.82        0.82        0.00
2024-06-23_01_00_00       shangma       -2.11        5.66       0.000      295.65      998.15       88.87        0.00        0.00        0.00        0.00
2024-06-23_01_00_00    xingdenglu       -3.13        3.22      -0.048      296.22      998.42       83.09        0.00        0.00        0.00        0.00
2024-06-23_02_00_00      badaguan       -1.57        2.13       0.008      294.50      998.71       96.96        0.00        0.18        0.18        0.00
2024-06-23_02_00_00       beizhai       -1.73        2.25      -0.155      296.28      998.91       85.73        0.00        0.00        0.00        0.00
2024-06-23_02_00_00    dengzhoulu       -1.50        2.43      -0.006      294.75      998.66       95.78        0.00        0.61        0.61        0.00
2024-06-23_02_00_00       shangma       -0.86        4.94      -0.000      295.32      998.23       92.92        0.00        0.00        0.00        0.00
2024-06-23_02_00_00    xingdenglu       -2.61        3.24      -0.044      296.67      998.51       82.45        0.00        0.00        0.00        0.00
2024-06-23_03_00_00      badaguan       -1.22        3.25       0.022      294.76      999.04       96.93        0.00        0.00        0.00        0.00
2024-06-23_03_00_00       beizhai       -1.90        2.33      -0.154      296.10      999.27       89.32        0.00        0.00        0.00        0.00
2024-06-23_03_00_00    dengzhoulu       -1.53        2.88       0.003      294.94      999.03       97.15        0.00        0.00        0.00        0.00
2024-06-23_03_00_00       shangma       -1.70        4.89       0.002      295.09      998.55       95.02        0.00        0.00        0.00        0.00
2024-06-23_03_00_00    xingdenglu       -3.11        3.37      -0.046      296.38      998.92       87.44        0.00        0.00        0.00        0.00
2024-06-23_04_00_00      badaguan       -0.87        3.63       0.027      294.94      998.51       97.07        0.00        0.00        0.00        0.00
2024-06-23_04_00_00       beizhai       -2.13        2.46      -0.146      295.72      998.78       90.24        0.00        0.00        0.00        0.00
2024-06-23_04_00_00    dengzhoulu       -1.15        3.04       0.008      295.23      998.52       99.98        0.00        0.00        0.00        0.00
2024-06-23_04_00_00       shangma       -1.69        4.79       0.002      294.82      998.21       97.22        0.00        0.00        0.00        0.00
2024-06-23_04_00_00    xingdenglu       -3.57        3.45      -0.054      295.77      998.43       93.54        0.00        0.00        0.00        0.00
2024-06-23_05_00_00      badaguan        0.87        2.64       0.005      294.05      998.79       99.65        0.06        1.00        1.00        0.00
2024-06-23_05_00_00       beizhai       -1.72        2.42      -0.113      294.96      998.85       90.57        0.00        0.00        0.00        0.00
2024-06-23_05_00_00    dengzhoulu        0.36        2.29      -0.001      294.34      998.77       98.77        0.03        1.00        1.00        0.00
2024-06-23_05_00_00       shangma       -1.15        4.39       0.001      294.78      998.19      100.00        0.00        0.00        0.00        0.00
2024-06-23_05_00_00    xingdenglu       -2.24        2.80      -0.041      295.11      998.69       99.16        0.00        0.11        0.11        0.00
2024-06-23_06_00_00      badaguan       -0.54        3.66       0.015      294.21      998.64       99.57        0.06        1.00        1.00        9.40
2024-06-23_06_00_00       beizhai       -2.24        3.45      -0.069      297.44      998.68       83.20        0.00        0.36        0.36       94.61
2024-06-23_06_00_00    dengzhoulu       -0.99        3.01      -0.000      294.36      998.59       98.68        0.02        1.00        1.00       10.77
