CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-06-12_00_00_00      badaguan       -1.00        4.77       0.035      292.64     1005.34       96.53        0.00        0.99        1.00        0.00
2024-06-12_00_00_00       beizhai       -3.68        5.48      -0.179      292.29     1005.36       88.48        0.00        0.00        0.00        0.00
2024-06-12_00_00_00    dengzhoulu       -1.45        4.45       0.014      292.69     1005.28       95.98        0.00        0.82        1.00        0.00
2024-06-12_00_00_00       shangma       -0.83        6.93      -0.002      292.16     1005.01       97.80        0.00        0.00        0.00        0.00
2024-06-12_00_00_00    xingdenglu       -3.03        4.37      -0.047      292.82     1005.18       89.86        0.00        0.00        0.00        0.00
2024-06-12_01_00_00      badaguan       -0.31        3.44       0.024      292.49     1005.87       98.25        0.00        1.00        1.00        0.00
2024-06-12_01_00_00       beizhai       -2.63        5.03      -0.171      292.03     1005.80       91.33        0.00        0.00        0.00        0.00
2024-06-12_01_00_00    dengzhoulu       -0.66        3.73       0.010      292.62     1005.80       97.81        0.00        1.00        1.00        0.00
2024-06-12_01_00_00       shangma       -1.19        8.23      -0.003      292.32     1004.85       98.59        0.00        1.00        1.00        0.00
2024-06-12_01_00_00    xingdenglu       -2.62        4.41      -0.042      292.55     1005.53       95.03        0.00        0.62        0.62        0.00
2024-06-12_02_00_00      badaguan        0.04        5.03       0.030      292.42     1005.60       98.68        0.00        1.00        1.00        0.00
2024-06-12_02_00_00       beizhai       -3.19        4.97      -0.152      291.76     1005.71       94.77        0.00        0.00        0.00        0.00
2024-06-12_02_00_00    dengzhoulu       -0.45        4.72       0.013      292.52     1005.52       98.44        0.00        1.00        1.00        0.00
2024-06-12_02_00_00       shangma       -0.72        8.16      -0.003      292.26     1004.95       98.75        0.00        1.00        1.00        0.00
2024-06-12_02_00_00    xingdenglu       -2.78        5.40      -0.033      292.54     1005.30       97.39        0.00        1.00        1.00        0.00
2024-06-12_03_00_00      badaguan       -0.89        4.18       0.028      292.38     1005.04       98.80        0.06        1.00        1.00        0.00
2024-06-12_03_00_00       beizhai       -2.65        4.45      -0.114      291.92     1005.36       94.66        0.00        0.49        0.49        0.00
2024-06-12_03_00_00    dengzhoulu       -1.15        3.97       0.011      292.42     1005.02       98.42        0.03        1.00        1.00        0.00
2024-06-12_03_00_00       shangma       -1.39        6.67      -0.001      292.23     1004.94       98.77        0.00        1.00        1.00        0.00
2024-06-12_03_00_00    xingdenglu       -2.86        4.22      -0.039      292.63     1005.18       98.21        0.00        1.00        1.00        0.00
2024-06-12_04_00_00      badaguan       -0.44        2.34       0.017      292.33     1005.05       98.79        0.09        1.00        1.00        0.00
2024-06-12_04_00_00       beizhai       -1.18        3.03      -0.085      291.60     1005.09       88.16        0.00        0.35        0.35        0.00
2024-06-12_04_00_00    dengzhoulu       -0.74        2.70       0.007      292.25     1005.05       98.40        0.05        1.00        1.00        0.00
2024-06-12_04_00_00       shangma       -1.19        4.90      -0.001      292.03     1004.77       98.67        0.02        1.00        1.00        0.00
2024-06-12_04_00_00    xingdenglu       -2.01        3.63      -0.029      292.59     1005.04       98.63        0.00        1.00        1.00        0.00
2024-06-12_05_00_00      badaguan       -0.22        4.38       0.026      291.58     1005.06       99.19        0.04        1.00        1.00        0.00
2024-06-12_05_00_00       beizhai       -2.37        3.72      -0.100      292.16     1005.22       87.56        0.00        0.59        0.59        0.00
