CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-05-15_13_00_00       beizhai        0.59       -9.72      -0.055      293.54     1023.73       15.08        0.00        0.00        0.00     1033.85
2024-05-15_13_00_00    dengzhoulu        1.06       -8.22      -0.025      294.79     1023.85       12.77        0.00        0.00        0.00     1029.68
2024-05-15_13_00_00       shangma       -0.50      -10.08       0.004      294.80     1024.14       13.44        0.00        0.00        0.00     1036.00
2024-05-15_13_00_00    xingdenglu        0.82       -8.34      -0.000      294.34     1023.82       17.15        0.00        0.00        0.00     1033.38
2024-05-15_14_00_00      badaguan        0.81       -7.46      -0.049      291.67     1023.66       34.07        0.00        0.00        0.00      956.41
2024-05-15_14_00_00       beizhai        0.43       -9.20      -0.062      293.62     1023.62       13.15        0.00        0.00        0.00      954.05
2024-05-15_14_00_00    dengzhoulu        0.67       -7.97      -0.024      294.84     1023.70       10.19        0.00        0.00        0.00      956.94
2024-05-15_14_00_00       shangma       -1.29       -9.18       0.006      294.75     1023.97       13.72        0.00        0.00        0.00      955.72
2024-05-15_14_00_00    xingdenglu        0.72       -8.21      -0.000      294.31     1023.70       15.65        0.00        0.00        0.00      954.37
2024-05-15_15_00_00      badaguan        0.46       -6.74      -0.046      291.49     1023.55       35.74        0.00        0.00        0.00      812.94
2024-05-15_15_00_00       beizhai        0.24       -8.54      -0.072      293.43     1023.52       14.23        0.00        0.00        0.00      809.58
2024-05-15_15_00_00    dengzhoulu        0.37       -7.34      -0.024      294.71     1023.60       10.23        0.00        0.00        0.00      813.31
2024-05-15_15_00_00       shangma       -1.05       -8.69       0.006      294.71     1023.81       14.12        0.00        0.00        0.00      810.72
2024-05-15_15_00_00    xingdenglu        0.37       -7.53      -0.005      294.16     1023.58       16.51        0.00        0.00        0.00      810.73
2024-05-15_16_00_00      badaguan        0.58       -6.01      -0.040      291.27     1023.44       38.01        0.00        0.00        0.00      621.16
2024-05-15_16_00_00       beizhai        0.13       -7.81      -0.088      293.10     1023.42       14.63        0.00        0.00        0.00      619.40
2024-05-15_16_00_00    dengzhoulu        0.58       -6.70      -0.018      294.50     1023.47       11.13        0.00        0.00        0.00      621.47
2024-05-15_16_00_00       shangma       -1.06       -8.31       0.005      294.32     1023.74       14.38        0.00        0.00        0.00      621.56
2024-05-15_16_00_00    xingdenglu       -0.13       -7.05      -0.012      293.90     1023.47       17.32        0.00        0.00        0.00      619.76
2024-05-15_17_00_00      badaguan        0.44       -5.69      -0.037      290.96     1023.54       39.27        0.00        0.00        0.00      399.72
2024-05-15_17_00_00       beizhai        0.09       -7.49      -0.089      292.36     1023.56       14.62        0.00        0.00        0.00      399.59
2024-05-15_17_00_00    dengzhoulu        0.36       -6.36      -0.015      293.94     1023.57       11.94        0.00        0.00        0.00      400.19
2024-05-15_17_00_00       shangma       -1.16       -7.68       0.005      293.55     1023.83       14.81        0.00        0.00        0.00      402.34
2024-05-15_17_00_00    xingdenglu       -0.43       -6.62      -0.018      293.28     1023.58       17.56        0.00        0.00        0.00      399.94
2024-05-15_18_00_00      badaguan        0.08       -5.21      -0.034      290.50     1023.76       40.19        0.00        0.00        0.00      169.53
2024-05-15_18_00_00       beizhai        0.26       -6.52      -0.072      291.08     1023.82       15.23        0.00        0.00        0.00      169.69
2024-05-15_18_00_00    dengzhoulu        0.17       -5.77      -0.016      293.03     1023.80       12.38        0.00        0.00        0.00      169.92
2024-05-15_18_00_00       shangma       -1.03       -6.06       0.004      292.42     1024.00       15.60        0.00        0.00        0.00      172.75
2024-05-15_18_00_00    xingdenglu       -0.24       -5.56      -0.014      292.35     1023.81       18.41        0.00        0.00        0.00      170.05
2024-05-15_19_00_00      badaguan        0.35       -4.31      -0.024      289.78     1023.72       41.83        0.00        0.00        0.00        0.31
2024-05-15_19_00_00       beizhai       -0.04       -4.56      -0.063      287.87     1023.77       16.02        0.00        0.00        0.00        0.25
2024-05-15_19_00_00    dengzhoulu        0.39       -4.45      -0.010      291.66     1023.76       13.38        0.00        0.00        0.00        0.32
2024-05-15_19_00_00       shangma       -0.13       -3.18       0.002      288.33     1023.94       19.80        0.00        0.00        0.00        0.63
2024-05-15_19_00_00    xingdenglu        0.03       -4.11      -0.008      290.15     1023.80       20.36        0.00        0.00        0.00        0.35
2024-05-15_20_00_00      badaguan        0.02       -3.55      -0.022      289.19     1023.64       42.95        0.00        0.00        0.00        0.00
2024-05-15_20_00_00       beizhai       -0.49       -3.73      -0.100      286.18     1023.46       17.34        0.00        0.00        0.00        0.00
2024-05-15_20_00_00    dengzhoulu       -0.01       -3.29      -0.010      290.56     1023.65       13.97        0.00        0.00        0.00        0.00
2024-05-15_20_00_00       shangma        0.83       -2.73      -0.001      286.62     1023.71       21.82        0.00        0.00        0.00        0.00
2024-05-15_20_00_00    xingdenglu       -0.26       -3.03      -0.012      288.83     1023.59       21.85        0.00        0.00        0.00        0.00
2024-05-15_21_00_00      badaguan        0.78       -2.14      -0.013      288.43     1023.74       46.57        0.00        0.00        0.00        0.00
2024-05-15_21_00_00       beizhai       -0.16       -3.15      -0.104      284.49     1023.48       19.80        0.00        0.00        0.00        0.00
2024-05-15_21_00_00    dengzhoulu        0.64       -1.58      -0.002      289.15     1023.74       18.02        0.00        0.00        0.00        0.00
2024-05-15_21_00_00       shangma        1.85       -2.48      -0.002      285.46     1023.76       22.82        0.00        0.00        0.00        0.00
2024-05-15_21_00_00    xingdenglu        0.83       -1.80       0.002      287.86     1023.67       23.78        0.00        0.00        0.00        0.00
2024-05-15_22_00_00      badaguan        1.87       -2.25      -0.015      287.77     1023.94       48.22        0.00        0.00        0.00        0.00
2024-05-15_22_00_00       beizhai        1.31       -2.34      -0.037      283.26     1023.75       23.89        0.00        0.00        0.00        0.00
2024-05-15_22_00_00    dengzhoulu        1.44       -1.71      -0.002      288.03     1023.95       24.30        0.00        0.00        0.00        0.00
2024-05-15_22_00_00       shangma        2.33       -2.18      -0.004      284.10     1023.90       35.23        0.00        0.00        0.00        0.00
2024-05-15_22_00_00    xingdenglu        1.38       -2.27       0.002      286.80     1023.90       26.33        0.00        0.00        0.00        0.00
2024-05-15_23_00_00      badaguan        2.79       -2.67      -0.015      287.06     1024.18       47.39        0.00        0.00        0.00        0.00
2024-05-15_23_00_00       beizhai        0.16       -1.79      -0.085      282.64     1024.04       26.87        0.00        0.00        0.00        0.00
2024-05-15_23_00_00    dengzhoulu        1.42       -1.66      -0.006      286.86     1024.21       37.14        0.00        0.00        0.00        0.00
2024-05-15_23_00_00       shangma        2.86       -1.62      -0.005      283.20     1024.11       40.43        0.00        0.00        0.00        0.00
2024-05-15_23_00_00    xingdenglu        0.77       -1.64      -0.010      285.05     1024.19       37.36        0.00        0.00        0.00        0.00
2024-05-16_00_00_00      badaguan        4.07       -2.38      -0.015      286.40     1024.33       52.43        0.00        0.00        0.00        0.00
2024-05-16_00_00_00       beizhai        0.50       -1.42      -0.076      282.48     1024.24       29.28        0.00        0.00        0.00        0.00
2024-05-16_00_00_00    dengzhoulu        2.41       -1.48      -0.003      286.16     1024.36       46.59        0.00        0.00        0.00        0.00
2024-05-16_00_00_00       shangma        3.51       -0.70      -0.007      282.85     1024.26       32.76        0.00        0.00        0.00        0.00
2024-05-16_00_00_00    xingdenglu        0.40       -0.81      -0.009      284.47     1024.45       46.47        0.00        0.00        0.00        0.00
2024-05-16_01_00_00      badaguan        3.90       -2.12      -0.012      286.33     1024.38       51.25        0.00        0.00        0.00        0.00
2024-05-16_01_00_00       beizhai        0.70       -1.94      -0.113      281.67     1024.37       35.52        0.00        0.00        0.00        0.00
2024-05-16_01_00_00    dengzhoulu        2.44       -1.46      -0.002      286.00     1024.36       45.22        0.00        0.00        0.00        0.00
2024-05-16_01_00_00       shangma        3.91       -0.47      -0.008      282.87     1024.31       25.40        0.00        0.00        0.00        0.00
2024-05-16_01_00_00    xingdenglu        0.73       -0.93      -0.011      284.48     1024.53       44.39        0.00        0.00        0.00        0.00
2024-05-16_02_00_00      badaguan        3.26       -2.08      -0.012      286.16     1024.30       48.32        0.00        0.00        0.00        0.00
2024-05-16_02_00_00       beizhai        0.05       -1.96      -0.151      281.59     1024.30       30.93        0.00        0.00        0.00        0.00
2024-05-16_02_00_00    dengzhoulu        1.79       -1.23      -0.004      285.52     1024.30       45.06        0.00        0.00        0.00        0.00
2024-05-16_02_00_00       shangma        3.94       -0.37      -0.007      282.75     1024.14       23.87        0.00        0.00        0.00        0.00
2024-05-16_02_00_00    xingdenglu        0.40       -1.16      -0.016      284.30     1024.38       37.72        0.00        0.00        0.00        0.00
2024-05-16_03_00_00      badaguan        3.45       -2.04      -0.014      285.96     1024.03       45.91        0.00        0.00        0.00        0.00
2024-05-16_03_00_00       beizhai       -0.01       -1.66      -0.135      281.90     1023.94       24.87        0.00        0.00        0.00        0.00
2024-05-16_03_00_00    dengzhoulu        1.94       -1.07      -0.004      285.17     1024.04       42.69        0.00        0.00        0.00        0.00
2024-05-16_03_00_00       shangma        3.99        0.27      -0.008      282.28     1023.95       24.90        0.00        0.00        0.00        0.00
2024-05-16_03_00_00    xingdenglu        0.97       -0.66      -0.000      284.12     1024.16       37.56        0.00        0.00        0.00        0.00
2024-05-16_04_00_00      badaguan        3.82       -1.74      -0.013      285.88     1024.04       44.31        0.00        0.00        0.00        0.00
2024-05-16_04_00_00       beizhai        0.22       -1.11      -0.129      281.74     1024.10       25.99        0.00        0.00        0.00        0.00
2024-05-16_04_00_00    dengzhoulu        1.93       -0.80      -0.005      284.87     1024.05       41.79        0.00        0.00        0.00        0.00
2024-05-16_04_00_00       shangma        3.66        1.13      -0.005      281.30     1024.01       24.74        0.00        0.00        0.00        0.00
2024-05-16_04_00_00    xingdenglu        0.85       -0.29      -0.013      283.96     1024.21       46.89        0.00        0.00        0.00        0.00
2024-05-16_05_00_00      badaguan        3.75       -2.75      -0.022      285.76     1024.36       44.89        0.00        0.00        0.00        0.00
2024-05-16_05_00_00       beizhai        0.20       -1.58      -0.180      281.34     1024.52       27.52        0.00        0.00        0.00        0.00
2024-05-16_05_00_00    dengzhoulu        1.52       -1.25      -0.016      284.52     1024.43       44.29        0.00        0.00        0.00        0.00
2024-05-16_05_00_00       shangma        3.80        0.44      -0.004      281.06     1024.36       24.52        0.00        0.00        0.00        0.00
2024-05-16_05_00_00    xingdenglu        0.25       -0.80      -0.030      283.85     1024.59       43.67        0.00        0.00        0.00        0.00
2024-05-16_06_00_00      badaguan        3.30       -2.91      -0.023      286.25     1023.88       42.92        0.00        0.00        0.00       99.63
2024-05-16_06_00_00       beizhai       -0.05       -1.62      -0.212      284.19     1023.93       28.19        0.00        0.00        0.00      104.02
2024-05-16_06_00_00    dengzhoulu        1.62       -1.55      -0.014      285.71     1023.91       38.01        0.00        0.00        0.00       99.91
2024-05-16_06_00_00       shangma        3.26        0.54      -0.004      283.84     1023.73       26.45        0.00        0.00        0.00       99.31
2024-05-16_06_00_00    xingdenglu        0.53       -0.79      -0.010      285.13     1024.04       34.28        0.00        0.00        0.00      100.79
2024-05-16_07_00_00      badaguan        2.58       -1.75      -0.016      287.62     1023.18       45.04        0.00        0.00        0.00      323.75
2024-05-16_07_00_00       beizhai        1.27       -0.91      -0.041      289.34     1023.26       16.11        0.00        0.00        0.42      322.25
2024-05-16_07_00_00    dengzhoulu        2.09       -1.36      -0.010      288.12     1023.18       26.91        0.00        0.00        0.00      324.08
2024-05-16_07_00_00       shangma        2.56        1.12      -0.000      289.01     1023.06       18.77        0.00        0.00        0.00      322.90
2024-05-16_07_00_00    xingdenglu        1.09        0.28       0.011      287.25     1023.28       30.41        0.00        0.00        0.00      324.66
2024-05-16_08_00_00      badaguan        1.69       -0.32      -0.001      288.95     1022.65       45.18        0.00        0.00        0.00      549.02
2024-05-16_08_00_00       beizhai        2.53        0.14       0.050      291.34     1022.69       15.77        0.00        0.00        0.00      554.14
2024-05-16_08_00_00    dengzhoulu        2.40       -0.47       0.006      291.05     1022.62       15.91        0.00        0.00        0.00      549.29
2024-05-16_08_00_00       shangma        3.64        1.52      -0.006      292.47     1022.47       17.02        0.00        0.00        0.01      547.27
2024-05-16_08_00_00    xingdenglu        1.84        0.64       0.026      288.72     1022.70       28.54        0.00        0.00        0.00      548.84
2024-05-16_09_00_00      badaguan        0.74        1.71       0.015      289.87     1022.66       43.78        0.00        0.00        0.00      750.64
2024-05-16_09_00_00       beizhai        3.88        1.44       0.104      292.51     1022.68       14.88        0.00        0.00        0.42      732.85
2024-05-16_09_00_00    dengzhoulu        1.80        1.22       0.013      293.31     1022.62       12.95        0.00        0.00        0.00      750.99
2024-05-16_09_00_00       shangma        5.27        2.12      -0.007      295.22     1022.19       13.39        0.00        0.00        0.00      749.02
2024-05-16_09_00_00    xingdenglu        2.68        1.32       0.037      291.06     1022.56       24.32        0.00        0.00        0.00      750.71
2024-05-16_10_00_00      badaguan        2.17        3.67       0.029      289.74     1021.76       47.22        0.00        0.00        0.00      909.69
2024-05-16_10_00_00       beizhai        3.74        1.77       0.112      294.33     1021.82       12.99        0.00        0.00        0.00      913.52
2024-05-16_10_00_00    dengzhoulu        1.90        3.05       0.020      293.57     1021.78       16.26        0.00        0.00        0.00      909.99
2024-05-16_10_00_00       shangma        5.59        2.66      -0.007      297.10     1021.26       11.55        0.00        0.00        0.00      908.86
2024-05-16_10_00_00    xingdenglu        3.02        1.47       0.034      294.04     1021.68       18.05        0.00        0.00        0.00      910.05
2024-05-16_11_00_00      badaguan        2.72        5.58       0.039      289.79     1021.31       48.76        0.00        0.00        0.00     1015.70
2024-05-16_11_00_00       beizhai        3.40        3.16       0.119      295.65     1021.39       13.12        0.00        0.00        0.00     1019.56
2024-05-16_11_00_00    dengzhoulu        2.03        4.36       0.025      293.46     1021.37       22.62        0.00        0.00        0.00     1016.01
2024-05-16_11_00_00       shangma        6.45        3.12      -0.009      298.50     1020.70       10.86        0.00        0.00        0.89     1003.62
2024-05-16_11_00_00    xingdenglu        1.94        2.80       0.028      295.49     1021.14       16.73        0.00        0.00        0.00     1016.84
2024-05-16_12_00_00      badaguan        3.19        7.63       0.041      289.78     1020.73       51.56        0.00        0.00        1.00     1020.89
2024-05-16_12_00_00       beizhai        2.00        5.52       0.108      295.74     1020.97       16.21        0.00        0.00        1.00      911.02
2024-05-16_12_00_00    dengzhoulu        2.66        6.11       0.024      293.03     1020.79       29.20        0.00        0.00        1.00     1019.55
2024-05-16_12_00_00       shangma        5.80        4.11      -0.009      299.50     1020.05       10.13        0.00        0.00        1.00     1050.22
2024-05-16_12_00_00    xingdenglu        2.06        4.27       0.034      296.45     1020.61       18.21        0.00        0.00        1.00      999.90
2024-05-16_13_00_00      badaguan        3.96        8.36       0.042      290.04     1019.06       52.27        0.00        0.00        0.01     1037.04
2024-05-16_13_00_00       beizhai        1.55        6.28       0.094      294.49     1019.51       22.08        0.00        0.00        1.00     1035.43
2024-05-16_13_00_00    dengzhoulu        3.43        7.15       0.027      293.33     1019.08       30.19        0.00        0.00        0.07     1036.85
2024-05-16_13_00_00       shangma        2.32        6.22      -0.003      299.33     1018.36       13.82        0.00        0.00        1.00     1010.70
2024-05-16_13_00_00    xingdenglu        2.04        5.71       0.033      296.19     1018.95       22.23        0.00        0.00        1.00     1018.61
2024-05-16_14_00_00      badaguan        4.00        8.49       0.042      290.41     1017.67       49.56        0.00        0.00        1.00      911.74
2024-05-16_14_00_00       beizhai        1.96        6.71       0.111      294.93     1017.97       22.32        0.00        0.00        0.43      952.99
2024-05-16_14_00_00    dengzhoulu        3.53        7.59       0.027      293.79     1017.64       27.23        0.00        0.00        1.00      903.85
2024-05-16_14_00_00       shangma        1.38        7.27      -0.003      298.95     1016.73       18.04        0.00        0.00        0.33      947.83
2024-05-16_14_00_00    xingdenglu        2.36        6.85       0.040      296.58     1017.35       20.75        0.00        0.00        1.00      933.83
2024-05-16_15_00_00      badaguan        3.89        8.79       0.043      290.56     1017.18       48.25        0.00        0.00        1.00      615.86
2024-05-16_15_00_00       beizhai        1.62        7.30       0.114      293.84     1017.46       25.58        0.00        0.00        1.00      631.49
2024-05-16_15_00_00    dengzhoulu        3.44        7.88       0.028      293.44     1017.17       28.29        0.00        0.00        1.00      618.18
2024-05-16_15_00_00       shangma        1.15        9.73      -0.005      297.66     1016.11       21.11        0.00        0.00        1.00      726.91
2024-05-16_15_00_00    xingdenglu        2.19        8.16       0.040      295.69     1016.80       22.38        0.00        0.00        1.00      637.32
2024-05-16_16_00_00      badaguan        3.96        7.94       0.036      290.39     1016.05       49.97        0.00        0.00        1.00      461.89
2024-05-16_16_00_00       beizhai        0.47        6.51       0.082      292.65     1016.44       29.06        0.00        0.00        1.00      431.51
2024-05-16_16_00_00    dengzhoulu        3.44        7.16       0.025      293.01     1016.07       30.24        0.00        0.00        1.00      453.33
2024-05-16_16_00_00       shangma        1.46        9.44      -0.005      296.95     1015.14       22.13        0.00        0.00        1.00      566.38
2024-05-16_16_00_00    xingdenglu        2.07        7.33       0.040      294.80     1015.83       24.96        0.00        0.00        1.00      420.83
2024-05-16_17_00_00      badaguan        3.58        7.27       0.032      289.98     1015.44       55.36        0.00        0.00        1.00      274.03
2024-05-16_17_00_00       beizhai       -0.23        5.70       0.050      291.56     1015.78       34.22        0.00        0.00        1.00      246.43
2024-05-16_17_00_00    dengzhoulu        3.06        6.38       0.022      292.19     1015.48       36.93        0.00        0.00        1.00      270.96
2024-05-16_17_00_00       shangma        1.78        7.72      -0.003      295.66     1014.50       25.39        0.00        0.00        1.00      218.83
2024-05-16_17_00_00    xingdenglu        1.27        6.99       0.027      293.81     1015.21       29.93        0.00        0.00        1.00      248.99
2024-05-16_18_00_00      badaguan        3.87        7.47       0.033      290.17     1015.18       56.27        0.00        0.00        1.00       46.41
2024-05-16_18_00_00       beizhai        0.16        5.39       0.005      290.89     1015.57       36.85        0.00        0.00        1.00       54.80
2024-05-16_18_00_00    dengzhoulu        3.29        6.18       0.024      291.88     1015.22       40.61        0.00        0.00        1.00       45.59
2024-05-16_18_00_00       shangma        3.06        7.29      -0.007      295.12     1014.24       24.15        0.00        0.00        1.00       61.08
2024-05-16_18_00_00    xingdenglu        1.33        6.83       0.022      292.74     1014.91       35.64        0.00        0.00        1.00       55.04
2024-05-16_19_00_00      badaguan        3.88        7.25       0.034      289.77     1015.56       62.56        0.00        0.00        1.00        0.00
2024-05-16_19_00_00       beizhai       -0.34        4.33      -0.065      289.38     1015.87       47.77        0.00        0.00        1.00        0.00
2024-05-16_19_00_00    dengzhoulu        2.93        6.01       0.025      291.04     1015.56       50.19        0.00        0.00        1.00        0.00
2024-05-16_19_00_00       shangma        2.79        7.62      -0.006      294.32     1014.48       26.08        0.00        0.00        1.00        0.00
2024-05-16_19_00_00    xingdenglu        0.91        6.60       0.014      291.79     1015.27       44.70        0.00        0.00        1.00        0.00
2024-05-16_20_00_00      badaguan        4.64        7.43       0.034      290.02     1014.99       63.24        0.00        0.00        1.00        0.00
2024-05-16_20_00_00       beizhai       -0.19        4.21      -0.071      288.99     1015.36       54.26        0.00        0.00        1.00        0.00
2024-05-16_20_00_00    dengzhoulu        3.91        6.53       0.026      291.78     1014.97       47.65        0.00        0.00        1.00        0.00
2024-05-16_20_00_00       shangma        3.37        7.07      -0.007      293.97     1014.04       28.88        0.00        0.00        0.64        0.00
2024-05-16_20_00_00    xingdenglu        1.47        6.62       0.016      292.36     1014.77       43.33        0.00        0.00        1.00        0.00
