CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-06-16_00_00_00      badaguan       -0.51       -0.04      -0.005      292.26     1008.64       96.77        0.00        0.72        0.72        0.00
2024-06-16_00_00_00       beizhai       -0.21       -1.42      -0.042      292.98     1008.80       84.43        0.00        0.00        0.00        0.00
2024-06-16_00_00_00    dengzhoulu       -0.36        0.14      -0.004      293.45     1008.66       89.32        0.00        0.00        0.00        0.00
2024-06-16_00_00_00       shangma       -0.03        1.21      -0.002      293.20     1008.71       91.88        0.00        0.00        0.00        0.00
2024-06-16_00_00_00    xingdenglu       -0.25        0.41      -0.004      293.99     1008.67       87.53        0.00        0.00        0.00        0.00
2024-06-16_01_00_00      badaguan       -0.19       -0.41      -0.008      292.41     1009.00       95.72        0.00        0.71        0.71        0.00
2024-06-16_01_00_00       beizhai       -0.53       -1.49      -0.078      292.67     1009.21       83.24        0.00        0.00        0.00        0.00
2024-06-16_01_00_00    dengzhoulu       -0.13       -0.21      -0.006      293.71     1009.01       86.54        0.00        0.00        0.00        0.00
2024-06-16_01_00_00       shangma        0.17        1.24      -0.002      292.87     1009.00       91.85        0.00        0.00        0.00        0.00
2024-06-16_01_00_00    xingdenglu       -0.09        0.26      -0.002      293.80     1009.01       87.46        0.00        0.00        0.00        0.00
2024-06-16_02_00_00      badaguan        0.30       -0.42      -0.007      293.43     1009.40       91.12        0.00        0.00        0.00        0.00
2024-06-16_02_00_00       beizhai       -1.05       -1.47      -0.094      292.57     1009.61       79.63        0.00        0.00        0.00        0.00
2024-06-16_02_00_00    dengzhoulu        0.19       -0.44      -0.004      293.64     1009.43       86.26        0.00        0.00        0.00        0.00
2024-06-16_02_00_00       shangma        0.16        0.35      -0.001      292.85     1009.41       89.72        0.00        0.00        0.00        0.00
2024-06-16_02_00_00    xingdenglu       -0.14       -0.56      -0.004      293.42     1009.45       88.01        0.00        0.00        0.00        0.00
2024-06-16_03_00_00      badaguan        0.27       -1.20      -0.013      293.36     1009.99       92.12        0.00        0.00        0.00        0.00
2024-06-16_03_00_00       beizhai       -1.05       -2.04      -0.117      292.05     1010.25       80.23        0.00        0.00        0.00        0.00
2024-06-16_03_00_00    dengzhoulu        0.13       -1.24      -0.009      293.10     1010.03       89.73        0.00        0.00        0.00        0.00
2024-06-16_03_00_00       shangma       -0.10        0.55      -0.001      292.10     1010.11       92.34        0.00        0.00        0.00        0.00
2024-06-16_03_00_00    xingdenglu       -0.09       -1.09      -0.007      293.16     1010.10       88.08        0.00        0.00        0.00        0.00
2024-06-16_04_00_00      badaguan        0.26       -2.36      -0.022      293.45     1009.95       91.25        0.00        0.00        0.00        0.00
2024-06-16_04_00_00       beizhai       -1.36       -2.17      -0.139      291.61     1010.27       79.53        0.00        0.00        0.00        0.00
2024-06-16_04_00_00    dengzhoulu        0.01       -1.83      -0.013      292.92     1009.99       90.66        0.00        0.00        0.00        0.00
2024-06-16_04_00_00       shangma       -0.07       -0.51       0.000      291.76     1010.06       92.13        0.00        0.00        0.00        0.00
2024-06-16_04_00_00    xingdenglu       -0.50       -1.60      -0.021      293.08     1010.03       86.52        0.00        0.00        0.00        0.00
2024-06-16_05_00_00      badaguan        0.48       -0.90      -0.007      293.30     1010.80       91.81        0.00        0.00        0.00        0.00
2024-06-16_05_00_00       beizhai       -1.76       -1.73      -0.130      291.38     1010.90       74.75        0.00        0.00        0.00        0.00
2024-06-16_05_00_00    dengzhoulu        0.08       -1.26      -0.005      292.90     1010.77       89.33        0.00        0.00        0.00        0.00
2024-06-16_05_00_00       shangma       -0.56        0.17       0.001      291.10     1010.72       94.32        0.00        0.00        0.00        0.00
2024-06-16_05_00_00    xingdenglu       -1.01       -1.07      -0.032      293.29     1010.73       82.17        0.00        0.00        0.00        0.00
2024-06-16_06_00_00      badaguan        0.33       -0.79      -0.007      293.32     1011.10       91.82        0.00        0.00        0.00      122.35
2024-06-16_06_00_00       beizhai       -1.27       -0.64      -0.070      294.75     1011.34       64.00        0.00        0.00        0.00      127.97
