CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-05-14_00_00_00      badaguan       -0.50        4.22       0.009      286.49     1015.19       92.03        0.00        0.72        0.72        0.00
2024-05-14_00_00_00       beizhai       -3.62        4.61      -0.204      289.00     1015.24       40.57        0.00        0.00        0.00        0.00
2024-05-14_00_00_00    dengzhoulu       -0.64        4.04      -0.001      287.07     1015.13       82.03        0.00        0.00        0.00        0.00
2024-05-14_00_00_00       shangma       -1.60        7.09      -0.000      287.52     1014.53       75.24        0.00        0.00        0.00        0.00
2024-05-14_00_00_00    xingdenglu       -3.59        3.79      -0.076      289.12     1015.00       51.90        0.00        0.00        0.00        0.00
2024-05-14_01_00_00      badaguan       -1.90        2.20       0.005      287.05     1015.55       88.69        0.00        0.00        0.00        0.00
2024-05-14_01_00_00       beizhai       -3.18        4.22      -0.254      288.44     1015.66       49.12        0.00        0.00        0.00        0.00
2024-05-14_01_00_00    dengzhoulu       -1.74        2.55      -0.011      287.28     1015.45       81.54        0.00        0.00        0.00        0.00
2024-05-14_01_00_00       shangma       -1.46        7.26      -0.001      287.51     1014.90       75.30        0.00        0.00        0.00        0.00
2024-05-14_01_00_00    xingdenglu       -3.88        3.03      -0.111      289.15     1015.30       53.71        0.00        0.00        0.00        0.00
2024-05-14_02_00_00      badaguan       -2.19        2.48       0.012      287.32     1015.81       83.09        0.00        0.00        0.00        0.00
2024-05-14_02_00_00       beizhai       -3.00        4.01      -0.276      288.11     1015.93       58.35        0.00        0.00        0.00        0.00
2024-05-14_02_00_00    dengzhoulu       -1.76        2.76      -0.007      287.60     1015.69       71.87        0.00        0.00        0.00        0.00
2024-05-14_02_00_00       shangma       -1.67        7.05       0.001      287.60     1015.03       73.70        0.00        0.00        0.00        0.00
2024-05-14_02_00_00    xingdenglu       -3.83        3.03      -0.117      289.09     1015.49       59.34        0.00        0.00        0.00        0.00
2024-05-14_03_00_00      badaguan       -2.52        2.47       0.013      287.48     1015.66       81.53        0.00        0.00        0.00        0.00
2024-05-14_03_00_00       beizhai       -3.15        3.83      -0.295      287.68     1015.82       68.13        0.00        0.00        0.00        0.00
2024-05-14_03_00_00    dengzhoulu       -1.98        2.75      -0.007      287.72     1015.53       70.85        0.00        0.00        0.00        0.00
2024-05-14_03_00_00       shangma       -1.67        6.84       0.001      287.38     1014.89       76.59        0.00        0.00        0.00        0.00
2024-05-14_03_00_00    xingdenglu       -4.01        2.90      -0.119      288.81     1015.33       66.50        0.00        0.00        0.00        0.00
2024-05-14_04_00_00      badaguan       -3.05        2.35       0.007      287.55     1015.67       82.28        0.00        0.00        0.00        0.00
2024-05-14_04_00_00       beizhai       -3.07        3.75      -0.277      287.42     1015.82       72.79        0.00        0.00        0.00        0.00
2024-05-14_04_00_00    dengzhoulu       -2.25        2.56      -0.013      287.70     1015.55       74.09        0.00        0.00        0.00        0.00
2024-05-14_04_00_00       shangma       -1.81        6.79       0.001      287.38     1014.85       76.93        0.00        0.00        0.00        0.00
2024-05-14_04_00_00    xingdenglu       -4.23        3.00      -0.120      288.58     1015.29       71.68        0.00        0.00        0.00        0.00
2024-05-14_05_00_00      badaguan       -3.56        2.53       0.007      287.40     1015.53       85.96        0.00        0.00        0.00        0.00
2024-05-14_05_00_00       beizhai       -3.10        3.68      -0.270      287.32     1015.68       72.62        0.00        0.00        0.00        0.00
2024-05-14_05_00_00    dengzhoulu       -2.82        2.74      -0.013      287.55     1015.40       79.22        0.00        0.00        0.00        0.00
2024-05-14_05_00_00       shangma       -2.16        6.66       0.001      287.20     1014.66       79.91        0.00        0.00        0.00        0.00
2024-05-14_05_00_00    xingdenglu       -4.65        3.06      -0.123      288.44     1015.12       72.78        0.00        0.00        0.00        0.00
2024-05-14_06_00_00      badaguan       -2.60        3.24       0.009      287.23     1015.68       88.94        0.00        0.00        0.00       90.50
2024-05-14_06_00_00       beizhai       -3.51        4.05      -0.209      288.96     1015.70       65.55        0.00        0.00        0.00       94.76
2024-05-14_06_00_00    dengzhoulu       -2.57        3.69      -0.005      287.67     1015.56       81.94        0.00        0.00        0.00       90.82
2024-05-14_06_00_00       shangma       -1.28        7.87      -0.002      288.02     1014.78       77.94        0.00        0.00        0.00       90.13
2024-05-14_06_00_00    xingdenglu       -4.14        3.69      -0.075      288.70     1015.23       72.56        0.00        0.00        0.00       91.74
2024-05-14_07_00_00      badaguan       -2.97        3.67       0.010      287.33     1015.47       87.54        0.00        0.00        0.00      305.91
2024-05-14_07_00_00       beizhai       -2.62        4.82      -0.066      290.49     1015.54       58.15        0.00        0.00        0.00      311.41
2024-05-14_07_00_00    dengzhoulu       -2.31        4.28      -0.006      288.24     1015.37       78.74        0.00        0.00        0.00      306.29
2024-05-14_07_00_00       shangma       -1.49        8.27      -0.004      288.67     1014.74       77.72        0.00        0.00        0.00      304.64
2024-05-14_07_00_00    xingdenglu       -3.72        4.77      -0.041      289.19     1015.22       73.33        0.00        0.00        0.00      306.91
2024-05-14_08_00_00      badaguan       -1.48        4.87       0.027      287.69     1015.77       85.97        0.00        0.00        0.00      523.23
2024-05-14_08_00_00       beizhai       -1.71        5.27      -0.019      291.76     1015.70       53.41        0.00        0.00        0.00      528.77
2024-05-14_08_00_00    dengzhoulu       -1.49        5.32       0.010      288.97     1015.62       75.82        0.00        0.00        0.00      523.67
2024-05-14_08_00_00       shangma       -1.48        7.89      -0.003      290.40     1014.81       68.97        0.00        0.00        0.00      521.08
2024-05-14_08_00_00    xingdenglu       -3.02        5.23      -0.028      290.87     1015.31       65.60        0.00        0.00        0.00      523.93
2024-05-14_09_00_00      badaguan       -1.23        5.06       0.023      287.71     1015.75       86.11        0.00        0.00        0.00      715.22
2024-05-14_09_00_00       beizhai       -1.55        5.87       0.004      292.31     1015.69       53.07        0.00        0.00        0.00      720.68
2024-05-14_09_00_00    dengzhoulu       -1.25        5.48       0.005      289.20     1015.62       75.32        0.00        0.00        0.00      715.44
2024-05-14_09_00_00       shangma       -2.37        8.44      -0.002      291.47     1014.71       64.55        0.00        0.00        0.00      712.30
2024-05-14_09_00_00    xingdenglu       -3.06        5.69      -0.029      291.73     1015.33       62.48        0.00        0.00        0.00      715.04
2024-05-14_10_00_00      badaguan       -1.20        4.55       0.017      287.73     1015.62       86.05        0.00        0.00        0.00      867.07
2024-05-14_10_00_00       beizhai       -1.26        5.93       0.013      292.87     1015.52       52.30        0.00        0.00        0.00      872.02
2024-05-14_10_00_00    dengzhoulu       -1.16        5.27       0.002      289.39     1015.49       74.10        0.00        0.00        0.00      867.50
2024-05-14_10_00_00       shangma       -2.37        8.71      -0.001      292.21     1014.60       61.49        0.00        0.00        0.00      865.81
2024-05-14_10_00_00    xingdenglu       -2.74        5.86      -0.026      292.41     1015.18       60.37        0.00        0.00        0.00      867.31
2024-05-14_11_00_00      badaguan       -3.02        3.84       0.011      287.98     1014.96       84.31        0.00        0.00        0.00      968.65
2024-05-14_11_00_00       beizhai       -1.16        5.79       0.018      293.81     1014.91       50.86        0.00        0.00        0.00      973.40
2024-05-14_11_00_00    dengzhoulu       -1.66        4.87      -0.008      290.17     1014.83       68.23        0.00        0.00        0.00      969.30
2024-05-14_11_00_00       shangma       -2.58        7.96      -0.001      293.70     1013.95       55.42        0.00        0.00        0.00      967.77
2024-05-14_11_00_00    xingdenglu       -2.50        5.53      -0.025      293.59     1014.56       55.97        0.00        0.00        0.00      969.06
2024-05-14_12_00_00      badaguan       -2.02        4.18       0.025      288.06     1014.24       84.61        0.00        0.00        0.00     1010.36
2024-05-14_12_00_00       beizhai       -1.51        5.48       0.006      295.30     1014.19       46.32        0.00        0.00        0.00     1015.25
2024-05-14_12_00_00    dengzhoulu       -1.78        5.05       0.005      290.86     1014.06       65.87        0.00        0.00        0.00     1011.05
2024-05-14_12_00_00       shangma       -2.42        7.78      -0.001      295.03     1013.32       50.97        0.00        0.00        0.00     1008.90
2024-05-14_12_00_00    xingdenglu       -2.69        5.00      -0.029      295.01     1013.77       51.32        0.00        0.00        0.00     1010.65
2024-05-14_13_00_00      badaguan       -2.06        4.04       0.017      287.57     1014.04       91.48        0.00        0.00        0.00      988.16
2024-05-14_13_00_00       beizhai       -1.14        5.65       0.017      295.73     1014.03       45.82        0.00        0.00        0.00      992.96
2024-05-14_13_00_00    dengzhoulu       -1.51        4.58       0.000      290.79     1013.91       69.49        0.00        0.00        0.00      988.69
2024-05-14_13_00_00       shangma       -3.13        8.66      -0.001      295.22     1012.81       51.55        0.00        0.00        0.00      988.55
2024-05-14_13_00_00    xingdenglu       -2.91        5.68      -0.028      295.04     1013.55       51.78        0.00        0.00        0.00      988.80
2024-05-14_14_00_00      badaguan       -1.58        3.80       0.017      288.10     1013.76       87.86        0.00        0.00        0.00      905.36
2024-05-14_14_00_00       beizhai       -2.12        5.66      -0.023      296.03     1013.87       44.68        0.00        0.00        0.00      908.95
2024-05-14_14_00_00    dengzhoulu       -1.39        4.93       0.001      291.67     1013.60       65.39        0.00        0.00        0.00      905.89
2024-05-14_14_00_00       shangma       -3.81        9.39       0.000      295.37     1012.51       51.04        0.00        0.00        0.00      904.74
2024-05-14_14_00_00    xingdenglu       -3.52        5.88      -0.036      295.09     1013.27       52.45        0.00        0.00        0.00      905.30
2024-05-14_15_00_00      badaguan       -0.31        4.19       0.016      288.43     1013.36       85.59        0.00        0.00        0.00      767.63
2024-05-14_15_00_00       beizhai       -1.94        5.40      -0.034      296.50     1013.58       43.97        0.00        0.00        0.00      769.51
2024-05-14_15_00_00    dengzhoulu       -0.69        4.78       0.001      292.01     1013.28       64.37        0.00        0.00        0.00      768.06
2024-05-14_15_00_00       shangma       -3.15        9.47      -0.001      295.25     1012.26       52.55        0.00        0.00        0.00      767.43
2024-05-14_15_00_00    xingdenglu       -2.91        5.89      -0.027      295.61     1012.99       51.05        0.00        0.00        0.00      766.50
2024-05-14_16_00_00      badaguan        1.29        5.08       0.019      288.79     1012.40       82.47        0.00        0.00        0.00      585.24
2024-05-14_16_00_00       beizhai       -1.61        5.00      -0.030      296.84     1012.83       43.38        0.00        0.00        0.00      586.46
2024-05-14_16_00_00    dengzhoulu        0.41        4.91       0.005      291.98     1012.41       64.19        0.00        0.00        0.00      585.63
2024-05-14_16_00_00       shangma       -2.30        8.35       0.002      294.99     1011.39       54.58        0.00        0.00        0.00      586.79
2024-05-14_16_00_00    xingdenglu       -2.65        5.35      -0.021      295.72     1012.19       50.77        0.00        0.00        0.00      584.74
2024-05-14_17_00_00      badaguan        1.30        5.38       0.015      288.61     1012.42       83.30        0.00        0.00        0.00      374.70
2024-05-14_17_00_00       beizhai       -2.05        5.11      -0.040      296.48     1012.92       44.34        0.00        0.00        0.00      375.35
2024-05-14_17_00_00    dengzhoulu        0.37        4.85       0.001      291.40     1012.49       66.72        0.00        0.00        0.00      375.03
2024-05-14_17_00_00       shangma       -2.87        8.11       0.003      293.99     1011.52       57.83        0.00        0.00        0.00      377.31
2024-05-14_17_00_00    xingdenglu       -3.22        5.20      -0.031      294.53     1012.34       54.89        0.00        0.00        0.00      374.73
2024-05-14_18_00_00      badaguan        1.80        5.64       0.017      289.20     1012.83       79.16        0.00        0.00        0.00      156.46
2024-05-14_18_00_00       beizhai       -2.47        4.69      -0.077      295.31     1013.42       47.47        0.00        0.00        0.00      156.53
2024-05-14_18_00_00    dengzhoulu        0.50        4.87       0.004      291.34     1012.91       66.50        0.00        0.00        0.00      156.77
2024-05-14_18_00_00       shangma       -2.40        8.24       0.002      292.94     1011.98       60.64        0.00        0.00        0.00      159.27
2024-05-14_18_00_00    xingdenglu       -3.66        4.80      -0.048      293.26     1012.82       59.16        0.00        0.00        0.00      156.66
2024-05-14_19_00_00      badaguan        2.66        5.18       0.016      289.30     1013.03       78.42        0.00        0.00        0.00        0.08
2024-05-14_19_00_00       beizhai       -2.39        3.42      -0.268      293.43     1013.51       52.03        0.00        0.00        0.00        0.05
2024-05-14_19_00_00    dengzhoulu        1.52        4.99       0.008      291.34     1013.04       65.64        0.00        0.00        0.00        0.09
2024-05-14_19_00_00       shangma       -1.83        7.72       0.000      292.95     1012.27       57.86        0.00        0.00        0.00        0.27
2024-05-14_19_00_00    xingdenglu       -3.65        4.27      -0.059      292.34     1013.03       61.24        0.00        0.00        0.00        0.11
2024-05-14_20_00_00      badaguan        3.12        5.73       0.023      289.52     1013.30       77.08        0.00        0.00        0.00        0.00
2024-05-14_20_00_00       beizhai       -1.74        3.06      -0.261      292.55     1013.85       55.05        0.00        0.00        0.00        0.00
2024-05-14_20_00_00    dengzhoulu        2.49        5.72       0.014      292.21     1013.32       60.64        0.00        0.00        0.00        0.00
2024-05-14_20_00_00       shangma       -1.03        6.27      -0.000      293.44     1012.73       54.38        0.00        0.00        0.00        0.00
2024-05-14_20_00_00    xingdenglu       -2.96        4.06      -0.067      292.25     1013.39       61.01        0.00        0.00        0.00        0.00
2024-05-14_21_00_00      badaguan        4.10        6.23       0.031      290.44     1013.74       71.75        0.00        0.00        0.00        0.00
2024-05-14_21_00_00       beizhai       -1.07        2.88      -0.240      291.54     1014.43       59.21        0.00        0.00        0.00        0.00
2024-05-14_21_00_00    dengzhoulu        3.46        5.86       0.020      293.09     1013.77       56.41        0.00        0.00        0.00        0.00
2024-05-14_21_00_00       shangma        2.06        4.51      -0.004      294.72     1013.40       47.87        0.00        0.00        0.00        0.00
2024-05-14_21_00_00    xingdenglu       -2.54        3.77      -0.073      292.24     1013.93       60.68        0.00        0.00        0.00        0.00
2024-05-14_22_00_00      badaguan        5.53        5.67       0.033      291.82     1014.42       63.01        0.00        0.00        0.00        0.00
2024-05-14_22_00_00       beizhai       -0.04        2.53      -0.197      290.86     1015.18       60.93        0.00        0.00        0.00        0.00
2024-05-14_22_00_00    dengzhoulu        4.52        4.76       0.026      294.66     1014.49       47.44        0.00        0.00        0.00        0.00
2024-05-14_22_00_00       shangma        2.90        2.99      -0.005      294.13     1014.12       47.84        0.00        0.00        0.00        0.00
2024-05-14_22_00_00    xingdenglu       -1.26        2.08      -0.079      291.91     1014.82       60.55        0.00        0.00        0.00        0.00
2024-05-14_23_00_00      badaguan        4.86        3.34       0.019      291.91     1015.59       60.70        0.00        0.00        0.00        0.00
2024-05-14_23_00_00       beizhai        0.29        2.50      -0.155      290.66     1015.97       59.02        0.00        0.00        0.00        0.00
2024-05-14_23_00_00    dengzhoulu        4.04        2.77       0.019      294.96     1015.62       43.21        0.00        0.00        0.00        0.00
2024-05-14_23_00_00       shangma        4.02        1.00      -0.007      292.87     1015.02       47.86        0.00        0.00        0.00        0.00
2024-05-14_23_00_00    xingdenglu       -0.06        2.68      -0.058      292.10     1015.54       56.46        0.00        0.00        0.00        0.00
2024-05-15_00_00_00      badaguan        5.29        1.65       0.016      291.96     1016.33       59.27        0.00        0.00        0.00        0.00
2024-05-15_00_00_00       beizhai        0.64        2.26      -0.104      290.30     1016.56       58.11        0.00        0.00        0.00        0.00
2024-05-15_00_00_00    dengzhoulu        4.23        0.19       0.027      294.34     1016.42       43.92        0.00        0.00        0.00        0.00
2024-05-15_00_00_00       shangma        4.37       -0.93      -0.009      291.04     1016.22       49.84        0.00        0.00        0.00        0.00
2024-05-15_00_00_00    xingdenglu        3.06        0.04       0.039      291.64     1016.41       53.74        0.00        0.00        0.00        0.00
2024-05-15_01_00_00      badaguan        5.34       -1.52      -0.014      289.96     1017.20       63.69        0.00        0.00        0.00        0.00
2024-05-15_01_00_00       beizhai        1.68        0.04      -0.033      288.98     1017.12       59.22        0.00        0.00        0.00        0.00
2024-05-15_01_00_00    dengzhoulu        4.20       -1.03       0.006      291.70     1017.21       48.32        0.00        0.00        0.00        0.00
2024-05-15_01_00_00       shangma       -0.47       -4.66       0.001      291.00     1017.37       58.24        0.00        0.00        0.00        0.00
2024-05-15_01_00_00    xingdenglu        2.99       -1.16       0.048      290.28     1017.17       55.84        0.00        0.00        0.00        0.00
2024-05-15_02_00_00      badaguan        1.51       -3.98      -0.032      289.61     1017.81       69.41        0.00        0.00        0.00        0.00
2024-05-15_02_00_00       beizhai       -9.09       -6.18      -0.363      291.83     1017.68       50.69        0.00        0.00        0.00        0.00
2024-05-15_02_00_00    dengzhoulu       -0.64       -3.36      -0.015      291.46     1017.84       53.86        0.00        0.00        0.00        0.00
2024-05-15_02_00_00       shangma       -2.94       -3.85       0.005      290.47     1018.71       53.91        0.00        0.00        0.00        0.00
2024-05-15_02_00_00    xingdenglu       -4.60       -4.91      -0.074      291.85     1017.99       52.65        0.00        0.00        0.00        0.00
2024-05-15_03_00_00      badaguan       -0.82       -3.86      -0.026      290.13     1018.53       65.45        0.00        0.00        0.00        0.00
2024-05-15_03_00_00       beizhai      -10.52       -6.95      -0.420      291.17     1018.12       54.33        0.00        0.00        0.00        0.00
2024-05-15_03_00_00    dengzhoulu       -1.53       -3.86      -0.017      291.89     1018.54       50.19        0.00        0.00        0.00        0.00
2024-05-15_03_00_00       shangma       -3.75       -4.96       0.006      290.00     1019.52       57.17        0.00        0.00        0.00        0.00
2024-05-15_03_00_00    xingdenglu       -6.05       -6.30      -0.096      291.76     1018.61       53.79        0.00        0.00        0.00        0.00
2024-05-15_04_00_00      badaguan       -1.57       -4.48      -0.030      289.87     1019.29       68.73        0.00        0.00        0.00        0.00
2024-05-15_04_00_00       beizhai      -11.22       -7.38      -0.459      290.78     1018.66       56.04        0.00        0.00        0.00        0.00
2024-05-15_04_00_00    dengzhoulu       -2.24       -4.70      -0.022      291.63     1019.26       54.22        0.00        0.00        0.00        0.00
2024-05-15_04_00_00       shangma       -3.49       -4.73       0.006      289.27     1020.25       62.78        0.00        0.00        0.00        0.00
2024-05-15_04_00_00    xingdenglu       -6.45       -6.74      -0.101      291.38     1019.33       55.84        0.00        0.00        0.00        0.00
2024-05-15_05_00_00      badaguan       -0.85       -2.00      -0.008      289.85     1021.18       66.48        0.00        0.00        0.00        0.00
2024-05-15_05_00_00       beizhai      -11.72       -8.26      -0.489      290.44     1020.04       55.13        0.00        0.00        0.00        0.00
2024-05-15_05_00_00    dengzhoulu       -1.55       -3.28      -0.009      290.98     1021.01       54.57        0.00        0.00        0.00        0.00
2024-05-15_05_00_00       shangma       -3.29       -4.80       0.006      288.83     1021.88       61.15        0.00        0.00        0.00        0.00
2024-05-15_05_00_00    xingdenglu       -6.22       -7.35      -0.099      291.05     1020.83       55.14        0.00        0.00        0.00        0.00
2024-05-15_06_00_00      badaguan       -0.10       -1.37      -0.007      290.16     1022.99       62.52        0.00        0.00        0.00       91.38
2024-05-15_06_00_00       beizhai      -11.87       -9.32      -0.497      290.73     1021.66       48.32        0.00        0.00        0.00       95.77
2024-05-15_06_00_00    dengzhoulu       -1.52       -2.32      -0.006      291.55     1022.90       48.45        0.00        0.00        0.00       91.73
2024-05-15_06_00_00       shangma       -4.58       -5.93       0.008      290.43     1023.51       51.29        0.00        0.00        0.00       91.03
2024-05-15_06_00_00    xingdenglu       -7.02       -8.49      -0.113      291.79     1022.34       47.02        0.00        0.00        0.00       92.65
2024-05-15_07_00_00      badaguan       -1.67       -3.26      -0.020      290.48     1023.99       58.38        0.00        0.00        0.00      305.39
2024-05-15_07_00_00       beizhai      -11.25       -9.27      -0.426      291.59     1022.64       38.77        0.00        0.00        0.00      311.15
2024-05-15_07_00_00    dengzhoulu       -3.03       -4.20      -0.017      293.35     1023.94       35.84        0.00        0.00        0.00      305.90
2024-05-15_07_00_00       shangma       -5.68       -7.12       0.010      292.31     1024.37       41.53        0.00        0.00        0.00      305.66
2024-05-15_07_00_00    xingdenglu       -6.87       -8.39      -0.114      292.58     1023.26       39.48        0.00        0.00        0.00      307.11
2024-05-15_08_00_00      badaguan       -2.82       -4.44      -0.028      291.40     1024.90       50.11        0.00        0.00        0.00      525.64
2024-05-15_08_00_00       beizhai      -10.40       -9.38      -0.457      292.66     1023.64       32.16        0.00        0.00        0.00      530.93
2024-05-15_08_00_00    dengzhoulu       -3.75       -5.63      -0.024      294.95     1024.85       25.88        0.00        0.00        0.00      526.26
2024-05-15_08_00_00       shangma       -5.50       -6.84       0.009      294.46     1025.27       31.68        0.00        0.00        0.00      525.21
2024-05-15_08_00_00    xingdenglu       -6.62       -7.96      -0.106      293.99     1024.29       31.98        0.00        0.00        0.00      526.86
2024-05-15_09_00_00      badaguan       -3.93       -5.14      -0.030      292.14     1025.14       46.38        0.00        0.00        0.00      720.25
2024-05-15_09_00_00       beizhai       -7.86       -9.69      -0.362      294.00     1024.49       27.77        0.00        0.00        0.00      723.72
2024-05-15_09_00_00    dengzhoulu       -4.00       -6.28      -0.026      296.20     1025.05       22.76        0.00        0.00        0.00      720.03
2024-05-15_09_00_00       shangma       -4.91       -7.84       0.009      296.09     1025.37       26.82        0.00        0.00        0.00      716.54
2024-05-15_09_00_00    xingdenglu       -4.80       -8.01      -0.078      295.39     1024.69       28.43        0.00        0.00        0.00      719.09
2024-05-15_10_00_00      badaguan       -3.19       -4.27      -0.022      292.45     1025.21       48.04        0.00        0.00        1.00      607.56
2024-05-15_10_00_00       beizhai       -7.03       -9.86      -0.332      295.21     1024.59       26.06        0.00        0.00        1.00      736.75
2024-05-15_10_00_00    dengzhoulu       -3.06       -5.66      -0.019      297.10     1025.21       22.70        0.00        0.00        1.00      608.02
2024-05-15_10_00_00       shangma       -5.36       -7.37       0.009      297.13     1025.46       24.09        0.00        0.00        0.00      866.12
2024-05-15_10_00_00    xingdenglu       -4.03       -9.02      -0.066      296.40     1025.01       26.17        0.00        0.00        1.00      728.06
2024-05-15_11_00_00      badaguan       -5.59       -1.03       0.011      291.70     1024.79       52.03        0.00        0.00        1.00      632.25
2024-05-15_11_00_00       beizhai       -9.31       -9.19      -0.404      294.11     1023.75       32.82        0.04        0.00        0.68      823.12
2024-05-15_11_00_00    dengzhoulu       -4.42       -3.54      -0.004      296.94     1024.82       25.09        0.00        0.00        1.00      563.48
2024-05-15_11_00_00       shangma       -5.29       -4.72       0.008      294.92     1025.16       32.74        0.01        0.00        1.00      333.15
2024-05-15_11_00_00    xingdenglu       -4.30       -8.08      -0.070      295.52     1024.88       33.13        0.03        0.00        1.00      776.21
2024-05-15_12_00_00      badaguan       -0.59       -4.32      -0.025      290.44     1026.11       62.69        0.61        0.00        1.00      281.71
2024-05-15_12_00_00       beizhai       -5.09       -5.41      -0.229      291.76     1025.24       43.52        0.28        0.00        1.00      234.30
2024-05-15_12_00_00    dengzhoulu       -0.28       -5.52      -0.017      293.61     1026.07       42.35        0.89        0.00        1.00      231.90
2024-05-15_12_00_00       shangma        1.02       -4.62       0.001      294.05     1026.14       42.36        0.14        0.00        1.00      149.25
2024-05-15_12_00_00    xingdenglu       -0.40       -4.65      -0.015      293.52     1025.84       46.06        0.30        0.00        1.00      503.13
