CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-06-11_00_00_00      badaguan       -2.85        0.84      -0.021      293.86     1005.43       82.99        0.00        0.00        0.00        0.00
2024-06-11_00_00_00       beizhai       -4.24        3.56      -0.284      295.35     1006.14       67.64        0.00        0.00        0.00        0.00
2024-06-11_00_00_00    dengzhoulu       -2.00        1.30      -0.026      294.72     1005.41       74.53        0.00        0.00        0.00        0.00
2024-06-11_00_00_00       shangma       -2.53        6.12       0.003      295.35     1005.07       70.65        0.00        0.00        0.00        0.00
2024-06-11_00_00_00    xingdenglu       -4.17        2.61      -0.104      295.63     1005.37       70.41        0.00        0.00        0.00        0.00
2024-06-11_01_00_00      badaguan       -3.08        1.19      -0.010      293.85     1005.63       82.86        0.00        0.00        0.72        0.00
2024-06-11_01_00_00       beizhai       -3.16        2.96      -0.358      295.44     1006.00       65.85        0.00        0.00        0.00        0.00
2024-06-11_01_00_00    dengzhoulu       -1.82        1.88      -0.018      294.65     1005.60       74.61        0.00        0.00        0.00        0.00
2024-06-11_01_00_00       shangma       -1.93        5.90       0.002      295.10     1004.94       72.17        0.00        0.00        0.00        0.00
2024-06-11_01_00_00    xingdenglu       -3.65        2.33      -0.113      296.01     1005.26       67.43        0.00        0.00        0.00        0.00
2024-06-11_02_00_00      badaguan       -0.53        3.10       0.023      293.68     1006.11       84.44        0.00        0.00        0.00        0.00
2024-06-11_02_00_00       beizhai       -1.48        2.44      -0.307      294.38     1006.34       67.77        0.00        0.00        0.00        0.00
2024-06-11_02_00_00    dengzhoulu       -1.61        3.32       0.003      294.72     1006.03       73.97        0.00        0.00        0.00        0.00
2024-06-11_02_00_00       shangma       -1.14        5.29       0.003      294.89     1005.44       72.41        0.00        0.00        0.00        0.00
2024-06-11_02_00_00    xingdenglu       -2.47        2.31      -0.102      295.95     1005.73       66.47        0.00        0.00        0.00        0.00
2024-06-11_03_00_00      badaguan        1.36        4.18       0.019      293.81     1005.96       81.72        0.00        0.00        0.00        0.00
2024-06-11_03_00_00       beizhai       -1.77        2.43      -0.294      293.85     1006.36       68.23        0.00        0.00        0.00        0.00
2024-06-11_03_00_00    dengzhoulu        0.73        3.60       0.007      294.59     1005.97       72.99        0.00        0.00        0.00        0.00
2024-06-11_03_00_00       shangma       -0.69        5.16      -0.000      295.63     1005.28       64.44        0.00        0.00        0.00        0.00
2024-06-11_03_00_00    xingdenglu       -2.54        3.70      -0.062      295.44     1005.86       68.52        0.00        0.00        0.00        0.00
2024-06-11_04_00_00      badaguan        1.73        3.90       0.018      293.70     1006.16       81.78        0.00        0.00        0.00        0.00
2024-06-11_04_00_00       beizhai       -1.65        2.36      -0.276      293.26     1006.49       68.59        0.00        0.00        0.00        0.00
2024-06-11_04_00_00    dengzhoulu        0.72        3.10       0.005      294.23     1006.19       73.81        0.00        0.00        0.00        0.00
2024-06-11_04_00_00       shangma       -0.73        4.68       0.000      295.19     1005.64       64.14        0.00        0.00        0.00        0.00
2024-06-11_04_00_00    xingdenglu       -2.36        3.18      -0.072      295.00     1006.07       68.16        0.00        0.00        0.00        0.00
2024-06-11_05_00_00      badaguan        2.21        4.05       0.024      293.72     1006.56       82.60        0.00        0.00        0.00        0.00
2024-06-11_05_00_00       beizhai       -1.59        2.33      -0.256      292.73     1006.97       72.88        0.00        0.00        0.00        0.00
2024-06-11_05_00_00    dengzhoulu        1.14        3.13       0.012      294.25     1006.58       74.84        0.00        0.00        0.00        0.00
2024-06-11_05_00_00       shangma       -0.75        4.16       0.001      294.79     1005.96       63.10        0.00        0.00        0.00        0.00
2024-06-11_05_00_00    xingdenglu       -2.36        3.11      -0.069      294.71     1006.51       69.22        0.00        0.00        0.00        0.00
2024-06-11_06_00_00      badaguan        0.88        3.89       0.024      293.54     1007.04       85.93        0.00        0.00        0.00      121.69
2024-06-11_06_00_00       beizhai       -1.37        3.09      -0.124      296.11     1007.31       61.11        0.00        0.00        0.00      126.34
2024-06-11_06_00_00    dengzhoulu        0.47        3.81       0.011      294.78     1007.03       74.75        0.00        0.00        0.00      122.02
2024-06-11_06_00_00       shangma       -0.37        5.16      -0.001      297.58     1006.32       52.88        0.00        0.00        0.00      121.47
2024-06-11_06_00_00    xingdenglu       -2.03        4.03      -0.040      295.30     1006.87       70.61        0.00        0.00        0.00      123.16
2024-06-11_07_00_00      badaguan        0.46        4.17       0.022      293.46     1007.35       88.16        0.00        0.00        0.00      328.92
2024-06-11_07_00_00       beizhai       -0.58        4.23       0.011      296.78     1007.62       62.05        0.00        0.00        0.83      330.77
