CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-05-18_00_00_00      badaguan       -2.70        2.43       0.008      288.69     1010.15       88.10        0.00        0.00        0.62        0.00
2024-05-18_00_00_00       beizhai       -3.99        4.80      -0.124      293.65     1010.06       66.26        0.00        0.00        0.01        0.00
2024-05-18_00_00_00    dengzhoulu       -2.51        2.91      -0.008      290.29     1010.04       81.91        0.00        0.00        0.00        0.00
2024-05-18_00_00_00       shangma       -1.99        6.11      -0.001      290.83     1009.79       79.46        0.00        0.00        0.00        0.00
2024-05-18_00_00_00    xingdenglu       -4.10        4.42      -0.046      291.65     1009.98       75.37        0.00        0.00        0.10        0.00
2024-05-18_01_00_00      badaguan       -2.70        1.83       0.000      288.53     1010.41       89.69        0.00        0.00        0.00        0.00
2024-05-18_01_00_00       beizhai       -3.80        4.64      -0.150      292.37     1010.69       71.41        0.00        0.00        0.00        0.00
2024-05-18_01_00_00    dengzhoulu       -2.44        2.30      -0.015      289.93     1010.36       86.27        0.00        0.00        0.00        0.00
2024-05-18_01_00_00       shangma       -2.77        6.03      -0.000      290.47     1009.86       81.12        0.00        0.00        0.00        0.00
2024-05-18_01_00_00    xingdenglu       -4.20        4.53      -0.061      291.55     1010.30       75.96        0.00        0.00        0.00        0.00
2024-05-18_02_00_00      badaguan       -3.25        1.49      -0.007      288.70     1010.55       88.61        0.00        0.00        0.00        0.00
2024-05-18_02_00_00       beizhai       -4.72        4.65      -0.246      291.60     1010.92       74.46        0.00        0.00        0.00        0.00
2024-05-18_02_00_00    dengzhoulu       -2.63        2.06      -0.020      289.93     1010.47       86.13        0.00        0.00        0.00        0.00
2024-05-18_02_00_00       shangma       -2.37        5.75       0.001      290.21     1010.14       85.08        0.00        0.00        0.00        0.00
2024-05-18_02_00_00    xingdenglu       -4.51        3.30      -0.096      291.34     1010.38       77.38        0.00        0.00        0.00        0.00
2024-05-18_03_00_00      badaguan       -3.83        1.21      -0.017      288.86     1010.80       87.35        0.00        0.00        0.00        0.00
2024-05-18_03_00_00       beizhai       -3.84        4.40      -0.260      291.30     1011.36       75.37        0.00        0.00        0.00        0.00
2024-05-18_03_00_00    dengzhoulu       -2.74        1.96      -0.031      290.16     1010.75       83.53        0.00        0.00        0.00        0.00
2024-05-18_03_00_00       shangma       -2.82        5.04       0.003      290.15     1010.44       84.10        0.00        0.00        0.00        0.00
2024-05-18_03_00_00    xingdenglu       -4.64        3.07      -0.113      291.30     1010.73       76.11        0.00        0.00        0.00        0.00
2024-05-18_04_00_00      badaguan       -4.43        1.65      -0.009      289.03     1010.99       86.68        0.00        0.00        0.00        0.00
2024-05-18_04_00_00       beizhai       -3.27        4.52      -0.260      291.61     1011.44       74.93        0.00        0.00        0.00        0.00
