CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-05-30_00_00_00      badaguan       -2.17        3.06       0.025      290.10     1011.11       89.78        0.00        0.00        1.00        0.00
2024-05-30_00_00_00       beizhai       -3.41        6.07      -0.108      289.65     1010.82       76.90        0.00        0.00        1.00        0.00
2024-05-30_00_00_00    dengzhoulu       -2.26        3.43       0.006      290.36     1011.04       85.24        0.00        0.00        1.00        0.00
2024-05-30_00_00_00       shangma       -1.37        6.25      -0.001      290.26     1010.61       86.16        0.00        0.00        1.00        0.00
2024-05-30_00_00_00    xingdenglu       -3.15        4.53      -0.040      290.54     1010.74       80.33        0.00        0.00        1.00        0.00
2024-05-30_01_00_00      badaguan       -2.06        3.64       0.026      289.90     1010.68       92.42        0.00        0.00        0.41        0.00
2024-05-30_01_00_00       beizhai       -3.69        5.03      -0.170      289.14     1010.61       83.32        0.00        0.00        0.79        0.00
2024-05-30_01_00_00    dengzhoulu       -2.01        3.44       0.007      289.97     1010.63       89.50        0.00        0.00        1.00        0.00
2024-05-30_01_00_00       shangma       -1.56        6.33      -0.001      289.92     1010.17       89.25        0.00        0.00        1.00        0.00
2024-05-30_01_00_00    xingdenglu       -2.84        4.94      -0.039      290.17     1010.44       84.70        0.00        0.00        1.00        0.00
2024-05-30_02_00_00      badaguan       -0.48        3.87       0.021      289.89     1010.57       94.05        0.00        0.00        1.00        0.00
2024-05-30_02_00_00       beizhai       -3.03        4.29      -0.171      288.61     1010.52       93.95        0.00        0.00        1.00        0.00
2024-05-30_02_00_00    dengzhoulu       -0.49        3.82       0.008      290.04     1010.54       91.30        0.00        0.00        1.00        0.00
2024-05-30_02_00_00       shangma       -0.26        6.03      -0.003      289.40     1010.19       95.03        0.00        0.00        1.00        0.00
2024-05-30_02_00_00    xingdenglu       -2.65        3.82      -0.046      289.74     1010.38       89.25        0.00        0.00        1.00        0.00
2024-05-30_03_00_00      badaguan       -1.14        2.14       0.012      289.71     1010.60       96.09        0.00        0.00        1.00        0.00
2024-05-30_03_00_00       beizhai       -2.06        4.00      -0.166      289.04     1010.76       92.25        0.00        0.00        1.00        0.00
2024-05-30_03_00_00    dengzhoulu       -1.11        2.18      -0.001      289.74     1010.57       94.54        0.00        0.00        1.00        0.00
2024-05-30_03_00_00       shangma       -0.90        5.46      -0.001      289.46     1010.06       95.27        0.00        0.00        1.00        0.00
2024-05-30_03_00_00    xingdenglu       -2.33        4.14      -0.037      289.91     1010.43       91.17        0.00        0.00        1.00        0.00
2024-05-30_04_00_00      badaguan       -1.99        2.70       0.020      289.64     1010.41       96.70        0.00        0.00        0.00        0.00
2024-05-30_04_00_00       beizhai       -2.88        3.61      -0.194      288.72     1010.52       94.50        0.00        0.00        1.00        0.00
2024-05-30_04_00_00    dengzhoulu       -1.90        2.51       0.003      289.41     1010.36       96.93        0.00        0.00        0.00        0.00
2024-05-30_04_00_00       shangma       -1.15        5.88      -0.001      289.40     1009.87       95.56        0.00        0.00        1.00        0.00
2024-05-30_04_00_00    xingdenglu       -3.28        3.38      -0.068      289.75     1010.21       92.12        0.00        0.00        1.00        0.00
2024-05-30_05_00_00      badaguan       -1.96        3.09       0.020      289.72     1010.52       96.75        0.00        0.82        1.00        0.00
2024-05-30_05_00_00       beizhai       -2.82        3.61      -0.164      288.51     1010.49       94.12        0.00        0.00        1.00        0.00
2024-05-30_05_00_00    dengzhoulu       -2.01        2.74       0.003      289.57     1010.44       97.00        0.00        0.48        1.00        0.00
2024-05-30_05_00_00       shangma       -1.90        6.12      -0.001      289.40     1009.81       96.36        0.00        0.00        1.00        0.00
