CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-05-10_00_00_00      badaguan        1.07        7.80       0.041      287.58     1016.89       83.59        0.00        0.00        0.00        0.00
2024-05-10_00_00_00       beizhai       -1.82        4.89      -0.147      286.83     1016.89       72.86        0.00        0.00        0.40        0.00
2024-05-10_00_00_00    dengzhoulu        0.84        6.24       0.024      287.92     1016.89       78.74        0.00        0.00        0.00        0.00
2024-05-10_00_00_00       shangma        0.11        5.97      -0.002      286.88     1016.78       82.38        0.00        0.00        0.00        0.00
2024-05-10_00_00_00    xingdenglu       -1.33        4.24      -0.011      287.20     1017.06       80.84        0.00        0.00        0.00        0.00
2024-05-10_01_00_00      badaguan        1.97        5.65       0.027      287.28     1017.37       87.66        0.00        0.00        1.00        0.00
2024-05-10_01_00_00       beizhai       -0.90        4.43      -0.105      285.76     1017.22       82.43        0.00        0.00        1.00        0.00
2024-05-10_01_00_00    dengzhoulu        1.50        4.90       0.018      287.60     1017.32       83.70        0.00        0.00        1.00        0.00
2024-05-10_01_00_00       shangma        0.97        6.87      -0.004      287.61     1016.57       78.60        0.00        0.00        1.00        0.00
2024-05-10_01_00_00    xingdenglu       -0.42        4.47      -0.012      287.28     1017.21       84.14        0.00        0.00        1.00        0.00
2024-05-10_02_00_00      badaguan        1.76        7.27       0.040      287.25     1016.82       87.87        0.00        0.00        0.00        0.00
2024-05-10_02_00_00       beizhai       -1.39        4.95      -0.118      285.65     1016.71       84.30        0.00        0.00        0.00        0.00
2024-05-10_02_00_00    dengzhoulu        1.31        5.89       0.024      287.39     1016.78       85.04        0.00        0.00        0.00        0.00
2024-05-10_02_00_00       shangma        1.03        7.31      -0.004      287.03     1016.43       82.60        0.00        0.00        0.00        0.00
2024-05-10_02_00_00    xingdenglu       -1.01        4.96      -0.023      286.99     1016.76       86.18        0.00        0.00        0.00        0.00
2024-05-10_03_00_00      badaguan        1.88        7.38       0.043      287.44     1016.77       84.41        0.00        0.00        1.00        0.00
