CCYY-MM-DD_HH:NN:SS          SITE           U10           V10             W            T2           SLP           RH2          RAIN         CLFRL         CLFRT          SWDN
2024-05-16_00_00_00      badaguan        4.61        2.64       0.007      288.73     1018.89       39.70        0.00        0.00        0.00        0.00
2024-05-16_00_00_00       beizhai        1.05        0.61      -0.134      283.16     1018.99       26.78        0.00        0.00        0.00        0.00
2024-05-16_00_00_00    dengzhoulu        2.95        1.84       0.010      288.75     1018.87       17.94        0.00        0.00        0.00        0.00
2024-05-16_00_00_00       shangma        3.29        2.73      -0.005      285.06     1018.48       18.87        0.00        0.00        0.00        0.00
2024-05-16_00_00_00    xingdenglu        1.64        1.84      -0.002      286.36     1018.89       33.93        0.00        0.00        0.00        0.00
2024-05-16_01_00_00      badaguan        5.22        3.64       0.015      288.71     1018.56       37.99        0.00        0.00        0.00        0.00
2024-05-16_01_00_00       beizhai        0.07        1.36      -0.150      283.39     1018.81       22.40        0.00        0.00        0.00        0.00
2024-05-16_01_00_00    dengzhoulu        3.31        2.52       0.016      288.86     1018.57       18.24        0.00        0.00        0.00        0.00
2024-05-16_01_00_00       shangma        3.27        2.69      -0.005      284.65     1018.25       17.50        0.00        0.00        0.00        0.00
2024-05-16_01_00_00    xingdenglu        0.52        1.96      -0.021      286.22     1018.67       32.25        0.00        0.00        0.00        0.00
2024-05-16_02_00_00      badaguan        5.03        3.60       0.017      288.65     1018.05       37.95        0.00        0.00        0.00        0.00
2024-05-16_02_00_00       beizhai       -0.01        1.59      -0.146      283.23     1018.22       20.13        0.00        0.00        0.00        0.00
2024-05-16_02_00_00    dengzhoulu        2.97        2.21       0.019      288.60     1018.07       18.55        0.00        0.00        0.00        0.00
2024-05-16_02_00_00       shangma        3.26        2.33      -0.006      283.94     1017.66       16.63        0.00        0.00        0.00        0.00
2024-05-16_02_00_00    xingdenglu       -0.68        1.82      -0.046      286.09     1018.09       28.77        0.00        0.00        0.00        0.00
2024-05-16_03_00_00      badaguan        5.40        3.37       0.015      288.33     1017.76       37.66        0.00        0.00        0.00        0.00
2024-05-16_03_00_00       beizhai       -0.48        2.03      -0.120      282.30     1017.95       23.57        0.00        0.00        0.00        0.00
2024-05-16_03_00_00    dengzhoulu        3.10        2.06       0.019      288.08     1017.76       20.27        0.00        0.00        0.00        0.00
2024-05-16_03_00_00       shangma        3.36        2.44      -0.007      283.43     1017.31       19.59        0.00        0.00        0.00        0.00
2024-05-16_03_00_00    xingdenglu        0.63        1.51      -0.008      285.93     1017.88       32.58        0.00        0.00        0.00        0.00
2024-05-16_04_00_00      badaguan        4.45        2.87       0.013      287.88     1017.40       41.69        0.00        0.00        0.00        0.00
2024-05-16_04_00_00       beizhai       -0.29        1.34      -0.169      282.14     1017.47       23.98        0.00        0.00        0.00        0.00
2024-05-16_04_00_00    dengzhoulu        2.20        1.17       0.021      287.19     1017.42       24.82        0.00        0.00        0.00        0.00
2024-05-16_04_00_00       shangma        3.39        1.92      -0.006      282.46     1016.83       22.96        0.00        0.00        0.00        0.00
2024-05-16_04_00_00    xingdenglu        0.85        1.40       0.003      285.36     1017.50       35.94        0.00        0.00        0.00        0.00
2024-05-16_05_00_00      badaguan        4.09        3.24       0.016      287.49     1017.17       45.20        0.00        0.00        0.00        0.00
2024-05-16_05_00_00       beizhai       -0.42        1.36      -0.176      281.59     1017.15       28.27        0.00        0.00        0.00        0.00
2024-05-16_05_00_00    dengzhoulu        1.87        1.49       0.020      286.58     1017.17       30.60        0.00        0.00        0.00        0.00
2024-05-16_05_00_00       shangma        2.98        1.70      -0.006      281.93     1016.65       32.00        0.00        0.00        0.00        0.00
2024-05-16_05_00_00    xingdenglu        1.27        1.75       0.024      284.93     1017.24       40.78        0.00        0.00        0.00        0.00
2024-05-16_06_00_00      badaguan        3.89        2.80       0.014      287.75     1017.33       47.06        0.00        0.00        0.00      101.07
2024-05-16_06_00_00       beizhai       -0.87        1.24      -0.178      284.29     1017.38       34.86        0.00        0.00        0.00      105.60
2024-05-16_06_00_00    dengzhoulu        1.87        1.26       0.017      287.50     1017.36       30.61        0.00        0.00        0.00      101.39
2024-05-16_06_00_00       shangma        2.50        1.26      -0.006      284.81     1017.00       37.12        0.00        0.00        0.00      100.73
2024-05-16_06_00_00    xingdenglu       -0.04        1.65      -0.027      286.11     1017.46       40.11        0.00        0.00        0.00      102.25
2024-05-16_07_00_00      badaguan        3.33        2.63       0.022      288.59     1016.64       51.71        0.00        0.00        0.00      325.90
2024-05-16_07_00_00       beizhai        1.33        0.58      -0.012      288.77     1016.94       26.30        0.00        0.00        0.00      331.24
2024-05-16_07_00_00    dengzhoulu        1.60        1.61       0.017      289.55     1016.67       30.45        0.00        0.00        0.00      326.22
2024-05-16_07_00_00       shangma        3.35        1.77      -0.003      291.30     1016.45       29.33        0.00        0.00        0.00      324.45
2024-05-16_07_00_00    xingdenglu        0.50        1.97      -0.021      288.98     1016.76       33.60        0.00        0.00        0.00      326.61
